idade,sexo,tempo_como_cliente,frequencia_uso,ligacoes_callcenter,dias_atraso,assinatura,duracao_contrato,total_gasto,meses_ultima_interacao,cancelou
35,Masculino,40,6,3,0,Prêmio,Anual,185,24,Sim
47,Masculino,12,10,0,11,Padrão,Anual,504,5,Não
37,Feminino,32,4,0,6,Básico,Anual,606,15,Não
36,Masculino,2,1,4,10,Básico,Anual,561,28,Sim
46,Masculino,8,9,1,4,Padrão,Anual,441,14,Sim
39,Masculino,3,6,0,12,Básico,Anual,117,18,Sim
19,Masculino,44,3,1,3,Básico,Trimestral,841,4,Não
44,Masculino,46,10,1,17,Prêmio,Trimestral,313,1,Sim
33,Masculino,33,9,3,5,Básico,Anual,847,20,Não
44,Masculino,49,7,0,17,Básico,Anual,671,1,Não
37,Masculino,35,7,0,20,Básico,Anual,234,15,Sim
27,Masculino,9,3,4,0,Prêmio,Anual,653,27,Sim
20,Feminino,6,10,1,20,Prêmio,Anual,931,7,Não
34,Masculino,58,5,4,5,Prêmio,Trimestral,969,27,Sim
32,Masculino,10,2,4,9,Básico,Anual,625,4,Sim
33,Feminino,8,10,0,13,Prêmio,Trimestral,657,12,Não
34,Masculino,35,4,0,20,Prêmio,Anual,319,8,Sim
50,Masculino,6,6,4,5,Básico,Anual,815,11,Não
23,Masculino,52,1,1,17,Básico,Trimestral,853,28,Não
20,Masculino,28,8,1,5,Básico,Trimestral,771,14,Não
19,Masculino,39,7,2,20,Padrão,Trimestral,261,14,Sim
23,Masculino,19,7,3,12,Básico,Trimestral,806,9,Sim
35,Masculino,3,8,1,20,Prêmio,Anual,726,6,Não
33,Masculino,10,6,1,6,Básico,Trimestral,301,14,Sim
18,Masculino,5,6,3,5,Padrão,Anual,303,23,Sim
22,Masculino,56,4,0,13,Prêmio,Trimestral,296,8,Sim
50,Feminino,2,3,0,1,Padrão,Anual,784,5,Não
44,Masculino,30,7,1,17,Prêmio,Anual,620,21,Não
25,Masculino,19,9,3,13,Prêmio,Trimestral,288,12,Sim
33,Masculino,46,8,4,7,Prêmio,Anual,439,17,Sim
43,Masculino,51,2,2,17,Padrão,Anual,494,17,Sim
46,Feminino,31,9,1,16,Padrão,Anual,694,7,Não
38,Masculino,5,10,0,10,Padrão,Anual,127,5,Sim
39,Masculino,22,4,0,7,Padrão,Trimestral,755,25,Sim
41,Masculino,14,3,4,6,Padrão,Trimestral,227,15,Sim
47,Masculino,54,9,2,2,Padrão,Anual,531,23,Não
32,Masculino,38,10,2,2,Básico,Anual,734,15,Não
47,Masculino,51,7,1,4,Padrão,Trimestral,916,5,Não
38,Feminino,50,8,2,14,Básico,Trimestral,517,6,Não
37,Masculino,34,4,3,13,Prêmio,Anual,556,4,Não
41,Masculino,9,3,2,2,Prêmio,Trimestral,276,13,Sim
48,Feminino,51,3,2,12,Padrão,Anual,667,7,Não
26,Masculino,11,5,0,11,Padrão,Trimestral,182,28,Sim
30,Masculino,38,9,2,14,Prêmio,Anual,591,5,Não
38,Feminino,55,10,3,13,Prêmio,Anual,907,3,Não
35,Masculino,44,6,3,8,Padrão,Anual,896,28,Não
26,Masculino,14,1,2,17,Padrão,Anual,341,20,Sim
39,Masculino,14,7,4,2,Padrão,Trimestral,114,11,Sim
27,Feminino,52,2,1,8,Padrão,Trimestral,702,6,Não
28,Masculino,11,2,1,3,Básico,Trimestral,839,9,Não
47,Masculino,58,7,3,7,Padrão,Anual,528,20,Não
43,Feminino,38,5,3,19,Padrão,Trimestral,648,12,Não
20,Masculino,25,1,1,2,Básico,Anual,272,29,Sim
21,Masculino,10,7,2,17,Prêmio,Trimestral,673,23,Não
24,Masculino,39,2,1,6,Prêmio,Trimestral,595,17,Não
23,Masculino,30,4,2,1,Básico,Anual,398,8,Sim
31,Feminino,33,5,1,5,Padrão,Trimestral,572,6,Não
25,Masculino,30,7,1,1,Prêmio,Trimestral,680,8,Não
48,Masculino,39,7,4,10,Padrão,Anual,205,8,Sim
24,Feminino,59,10,0,7,Básico,Trimestral,560,13,Não
49,Masculino,37,6,1,7,Prêmio,Trimestral,250,5,Sim
50,Masculino,33,3,2,5,Prêmio,Trimestral,256,16,Sim
35,Masculino,12,6,4,11,Básico,Trimestral,535,3,Sim
42,Masculino,15,9,2,12,Prêmio,Trimestral,792,13,Sim
23,Masculino,25,2,1,13,Padrão,Anual,904,24,Não
46,Masculino,18,10,1,2,Prêmio,Anual,314,26,Sim
37,Masculino,44,8,2,17,Prêmio,Trimestral,123,22,Sim
40,Masculino,27,8,0,5,Prêmio,Anual,693,2,Não
34,Masculino,43,2,2,15,Básico,Anual,696,9,Não
39,Masculino,57,7,4,9,Padrão,Trimestral,252,15,Sim
35,Masculino,54,4,0,9,Padrão,Trimestral,654,29,Não
32,Masculino,24,2,2,11,Padrão,Anual,269,3,Sim
36,Masculino,23,1,3,20,Padrão,Anual,797,26,Sim
35,Masculino,34,5,1,11,Prêmio,Anual,894,18,Não
31,Masculino,32,1,1,8,Padrão,Anual,360,15,Sim
48,Masculino,44,5,3,5,Padrão,Trimestral,953,27,Não
46,Masculino,45,9,3,5,Padrão,Trimestral,454,16,Sim
39,Masculino,55,1,0,12,Padrão,Trimestral,843,14,Não
21,Masculino,48,6,2,10,Padrão,Anual,332,1,Sim
42,Feminino,26,2,4,16,Padrão,Trimestral,719,4,Não
31,Masculino,51,8,3,16,Básico,Trimestral,274,1,Sim
18,Masculino,27,4,1,11,Básico,Trimestral,211,25,Sim
45,Masculino,31,7,1,12,Padrão,Anual,708,10,Não
31,Feminino,28,3,3,7,Padrão,Anual,995,14,Não
30,Masculino,17,8,3,5,Básico,Anual,245,21,Sim
28,Feminino,46,9,0,4,Básico,Trimestral,732,13,Não
42,Masculino,59,10,2,9,Prêmio,Anual,349,18,Sim
50,Masculino,1,9,1,1,Prêmio,Trimestral,584,17,Não
27,Masculino,20,8,0,16,Padrão,Trimestral,440,29,Sim
26,Masculino,28,3,4,5,Prêmio,Trimestral,303,7,Sim
45,Masculino,33,5,0,14,Padrão,Anual,614,4,Não
50,Feminino,34,9,3,12,Básico,Trimestral,675,13,Não
50,Feminino,26,6,2,2,Básico,Anual,542,14,Não
48,Masculino,25,9,4,19,Básico,Trimestral,952,6,Não
35,Masculino,3,4,4,3,Prêmio,Trimestral,641,28,Sim
24,Masculino,26,6,4,0,Básico,Trimestral,199,19,Sim
49,Feminino,31,7,0,18,Básico,Anual,719,8,Não
48,Masculino,34,1,0,15,Básico,Trimestral,421,30,Sim
33,Masculino,55,1,1,5,Básico,Trimestral,518,4,Não
34,Masculino,43,6,2,6,Básico,Anual,653,12,Não
34,Masculino,42,2,1,1,Prêmio,Anual,687,8,Não
22,Masculino,55,1,1,8,Prêmio,Trimestral,288,10,Sim
48,Masculino,5,4,0,8,Prêmio,Anual,636,26,Não
20,Masculino,43,5,2,20,Prêmio,Anual,776,26,Não
36,Masculino,16,3,2,10,Prêmio,Anual,618,8,Sim
46,Masculino,14,6,1,9,Básico,Anual,940,5,Sim
33,Masculino,50,10,2,3,Prêmio,Anual,953,27,Não
21,Feminino,41,3,0,3,Prêmio,Anual,559,13,Não
44,Masculino,46,5,2,15,Básico,Anual,146,18,Sim
48,Masculino,38,9,1,1,Básico,Trimestral,505,6,Não
19,Masculino,20,7,3,15,Padrão,Anual,849,30,Sim
30,Masculino,32,2,2,16,Básico,Trimestral,248,26,Sim
22,Masculino,2,1,2,19,Prêmio,Anual,196,8,Sim
32,Masculino,56,6,3,8,Padrão,Trimestral,848,20,Não
34,Masculino,32,5,3,10,Básico,Trimestral,278,18,Sim
46,Masculino,33,6,3,1,Padrão,Trimestral,832,16,Não
43,Masculino,59,3,4,19,Prêmio,Anual,625,18,Não
40,Feminino,35,6,4,12,Padrão,Trimestral,568,6,Não
44,Feminino,3,1,2,6,Padrão,Trimestral,842,6,Não
42,Masculino,17,7,1,0,Básico,Trimestral,341,2,Sim
24,Masculino,50,3,0,15,Padrão,Trimestral,770,18,Não
25,Masculino,28,2,1,19,Básico,Trimestral,178,6,Sim
29,Masculino,49,10,4,13,Padrão,Trimestral,710,3,Sim
25,Masculino,20,5,2,13,Padrão,Trimestral,125,20,Sim
36,Feminino,9,4,3,1,Prêmio,Anual,662,9,Não
47,Masculino,34,6,1,1,Padrão,Anual,485,29,Sim
21,Masculino,38,1,2,12,Padrão,Anual,153,20,Sim
24,Masculino,18,9,4,11,Padrão,Trimestral,878,2,Sim
32,Masculino,13,7,0,1,Prêmio,Anual,820,15,Sim
27,Masculino,47,4,1,5,Padrão,Trimestral,883,15,Não
31,Masculino,21,5,2,19,Básico,Trimestral,187,21,Sim
25,Masculino,33,3,4,4,Padrão,Anual,512,27,Sim
41,Masculino,51,7,1,13,Básico,Anual,125,19,Sim
50,Feminino,46,2,0,15,Básico,Trimestral,895,10,Não
39,Feminino,54,5,1,16,Básico,Trimestral,956,6,Não
47,Masculino,44,2,1,2,Básico,Trimestral,346,20,Sim
43,Masculino,25,8,2,2,Prêmio,Trimestral,986,30,Não
19,Masculino,26,2,1,10,Prêmio,Trimestral,598,7,Não
22,Masculino,36,7,4,18,Padrão,Trimestral,449,3,Sim
45,Masculino,39,2,0,15,Básico,Trimestral,925,28,Não
37,Masculino,30,9,0,10,Padrão,Trimestral,693,3,Não
20,Masculino,33,2,2,0,Padrão,Trimestral,594,26,Não
21,Feminino,57,9,2,2,Padrão,Anual,814,3,Não
36,Masculino,22,4,3,1,Padrão,Trimestral,307,20,Sim
43,Masculino,2,5,4,5,Básico,Anual,258,11,Sim
41,Masculino,57,4,1,15,Prêmio,Anual,980,3,Não
39,Masculino,56,9,0,11,Básico,Anual,885,19,Não
24,Masculino,60,8,3,14,Básico,Anual,922,28,Sim
26,Masculino,5,2,0,12,Padrão,Anual,131,17,Sim
49,Masculino,33,3,3,1,Padrão,Anual,974,3,Não
18,Masculino,17,1,2,12,Prêmio,Anual,195,30,Sim
27,Masculino,45,6,3,2,Padrão,Trimestral,443,14,Sim
31,Masculino,2,10,0,20,Básico,Trimestral,214,14,Sim
22,Masculino,35,7,3,17,Prêmio,Trimestral,845,2,Sim
32,Masculino,13,5,0,19,Prêmio,Anual,872,21,Sim
30,Masculino,10,4,4,10,Padrão,Anual,895,13,Sim
31,Feminino,30,8,0,10,Padrão,Anual,783,10,Não
48,Masculino,39,9,2,12,Padrão,Trimestral,160,29,Sim
43,Masculino,56,3,4,1,Básico,Anual,895,17,Não
26,Masculino,8,8,4,12,Básico,Anual,133,9,Sim
46,Feminino,7,8,4,6,Padrão,Trimestral,545,10,Não
25,Masculino,51,10,1,10,Prêmio,Trimestral,603,17,Não
40,Masculino,19,1,1,8,Prêmio,Trimestral,526,10,Sim
34,Masculino,11,4,3,3,Básico,Trimestral,126,30,Sim
49,Masculino,38,5,4,20,Básico,Anual,354,23,Sim
20,Masculino,55,8,3,9,Padrão,Anual,588,6,Sim
26,Feminino,39,3,0,12,Prêmio,Anual,837,8,Não
43,Masculino,14,3,0,4,Prêmio,Anual,204,1,Sim
39,Masculino,22,4,4,0,Básico,Trimestral,501,28,Sim
47,Feminino,35,3,1,16,Padrão,Trimestral,706,5,Não
35,Masculino,6,9,4,17,Prêmio,Anual,190,3,Sim
18,Masculino,42,4,4,20,Padrão,Trimestral,453,6,Sim
42,Masculino,35,3,3,9,Básico,Trimestral,316,9,Sim
33,Masculino,4,8,0,15,Padrão,Trimestral,323,20,Sim
32,Masculino,10,10,3,6,Básico,Trimestral,862,23,Não
35,Masculino,45,8,4,5,Padrão,Anual,781,6,Sim
40,Masculino,7,1,4,15,Padrão,Trimestral,126,1,Sim
34,Masculino,15,5,1,10,Padrão,Trimestral,112,30,Sim
27,Masculino,29,10,2,20,Básico,Anual,966,21,Não
27,Masculino,58,10,4,17,Prêmio,Trimestral,921,6,Sim
31,Masculino,53,4,3,16,Básico,Anual,875,20,Não
49,Feminino,10,7,4,16,Prêmio,Anual,720,10,Não
40,Masculino,25,4,1,12,Padrão,Trimestral,380,1,Sim
28,Masculino,37,5,1,1,Prêmio,Anual,478,10,Sim
48,Masculino,30,2,3,20,Prêmio,Trimestral,540,18,Não
50,Masculino,59,6,2,17,Prêmio,Anual,144,28,Sim
38,Masculino,29,10,2,13,Padrão,Anual,476,15,Sim
35,Feminino,8,10,3,6,Padrão,Trimestral,837,12,Não
32,Masculino,37,8,1,3,Básico,Anual,885,7,Não
47,Masculino,12,9,4,15,Prêmio,Trimestral,576,27,Sim
21,Masculino,25,6,0,10,Básico,Anual,123,10,Sim
48,Masculino,26,7,2,16,Padrão,Anual,871,19,Não
23,Masculino,48,5,2,1,Prêmio,Trimestral,661,14,Não
35,Masculino,54,1,0,7,Padrão,Trimestral,553,11,Não
23,Masculino,16,7,4,3,Padrão,Anual,936,14,Sim
25,Masculino,9,3,4,12,Prêmio,Anual,734,19,Sim
18,Masculino,60,2,0,15,Prêmio,Trimestral,561,28,Não
45,Masculino,44,10,3,5,Básico,Trimestral,921,23,Não
41,Masculino,5,3,1,14,Prêmio,Anual,320,7,Sim
28,Masculino,11,4,4,17,Padrão,Trimestral,115,18,Sim
36,Feminino,5,10,0,4,Prêmio,Trimestral,542,12,Não
22,Masculino,21,3,4,9,Básico,Anual,554,29,Sim
36,Masculino,39,8,3,4,Básico,Trimestral,235,16,Sim
18,Masculino,13,10,0,3,Básico,Anual,125,29,Sim
47,Masculino,24,5,3,16,Padrão,Anual,639,18,Sim
21,Masculino,46,3,0,15,Padrão,Trimestral,680,7,Não
18,Masculino,51,1,3,12,Padrão,Anual,406,27,Sim
42,Feminino,50,2,1,16,Padrão,Trimestral,885,6,Não
29,Masculino,43,7,3,0,Padrão,Trimestral,908,2,Sim
49,Masculino,2,9,2,14,Padrão,Anual,696,4,Não
18,Masculino,3,6,1,4,Padrão,Trimestral,809,17,Não
38,Masculino,28,5,1,11,Prêmio,Anual,884,12,Não
34,Masculino,31,5,3,16,Prêmio,Anual,995,9,Não
49,Feminino,58,6,4,9,Prêmio,Trimestral,897,13,Não
46,Masculino,11,10,2,16,Prêmio,Anual,104,6,Sim
42,Masculino,56,6,2,5,Básico,Trimestral,501,20,Não
36,Masculino,10,8,0,16,Prêmio,Trimestral,179,27,Sim
19,Masculino,32,3,4,3,Prêmio,Anual,816,26,Sim
20,Feminino,1,9,1,18,Prêmio,Anual,916,12,Não
18,Masculino,35,4,1,2,Padrão,Trimestral,929,22,Não
19,Masculino,59,7,0,8,Prêmio,Anual,150,11,Sim
25,Masculino,44,3,3,3,Prêmio,Anual,833,19,Sim
36,Masculino,20,7,0,20,Básico,Anual,857,26,Sim
23,Masculino,34,6,1,10,Padrão,Trimestral,880,30,Não
41,Masculino,1,3,2,7,Básico,Trimestral,888,6,Sim
38,Masculino,19,4,1,15,Padrão,Trimestral,973,5,Sim
34,Masculino,38,7,4,2,Básico,Trimestral,597,9,Sim
49,Feminino,26,5,0,16,Padrão,Trimestral,791,4,Não
36,Masculino,34,1,3,7,Padrão,Anual,285,14,Sim
37,Masculino,17,10,3,14,Prêmio,Anual,331,6,Sim
50,Masculino,11,7,1,4,Prêmio,Anual,863,18,Não
49,Masculino,8,4,4,16,Padrão,Anual,698,20,Não
39,Masculino,10,4,1,8,Prêmio,Anual,892,24,Não
23,Masculino,43,2,2,2,Padrão,Trimestral,409,20,Sim
27,Feminino,49,6,0,5,Básico,Anual,703,4,Não
43,Masculino,5,6,0,0,Básico,Anual,173,17,Sim
32,Masculino,46,3,0,11,Padrão,Trimestral,308,5,Sim
39,Masculino,38,2,0,5,Prêmio,Trimestral,340,26,Sim
37,Masculino,53,1,2,15,Básico,Trimestral,137,8,Sim
35,Masculino,26,2,3,9,Prêmio,Anual,782,7,Não
28,Feminino,43,1,2,1,Prêmio,Anual,998,8,Não
26,Masculino,43,4,4,17,Básico,Anual,478,10,Sim
40,Masculino,53,7,1,11,Básico,Anual,864,12,Não
45,Feminino,33,1,3,18,Básico,Anual,839,14,Não
40,Masculino,22,8,3,16,Básico,Anual,352,3,Sim
36,Masculino,41,1,3,17,Básico,Trimestral,866,6,Não
34,Masculino,11,5,4,3,Prêmio,Trimestral,777,27,Sim
32,Masculino,46,4,1,10,Padrão,Anual,633,27,Não
43,Masculino,50,4,3,9,Prêmio,Trimestral,318,14,Sim
18,Masculino,13,5,3,15,Básico,Anual,387,13,Sim
30,Masculino,20,5,2,6,Prêmio,Trimestral,421,7,Sim
38,Masculino,54,8,3,8,Prêmio,Trimestral,200,18,Sim
48,Masculino,26,10,0,1,Padrão,Anual,846,4,Não
40,Masculino,6,10,1,8,Padrão,Anual,638,17,Não
23,Masculino,1,5,4,11,Padrão,Trimestral,984,26,Sim
37,Masculino,8,2,4,3,Básico,Anual,782,4,Sim
37,Masculino,24,6,1,12,Básico,Anual,457,15,Sim
44,Masculino,58,4,4,1,Básico,Trimestral,780,18,Não
49,Masculino,22,10,3,15,Básico,Trimestral,826,26,Não
24,Masculino,19,3,3,6,Padrão,Trimestral,779,6,Sim
35,Feminino,28,2,2,4,Padrão,Trimestral,670,7,Não
18,Masculino,25,10,0,15,Padrão,Trimestral,382,27,Sim
34,Masculino,48,5,2,2,Básico,Trimestral,577,21,Não
31,Masculino,57,6,0,17,Prêmio,Anual,855,6,Não
41,Masculino,6,3,4,1,Básico,Anual,140,30,Sim
25,Feminino,44,10,2,16,Básico,Trimestral,972,6,Não
37,Masculino,25,5,0,0,Básico,Anual,274,13,Sim
48,Masculino,45,5,4,1,Básico,Anual,870,15,Não
31,Masculino,24,10,3,16,Prêmio,Anual,248,17,Sim
36,Masculino,49,8,4,8,Padrão,Anual,827,10,Sim
37,Masculino,20,5,4,13,Prêmio,Trimestral,266,17,Sim
38,Masculino,37,9,4,9,Básico,Trimestral,319,19,Sim
42,Masculino,53,8,0,10,Padrão,Anual,538,14,Não
47,Masculino,18,3,4,6,Prêmio,Anual,548,17,Sim
34,Masculino,19,6,0,11,Padrão,Anual,712,19,Sim
41,Feminino,55,1,1,13,Prêmio,Trimestral,922,5,Não
44,Masculino,49,6,0,13,Padrão,Anual,917,3,Não
25,Masculino,52,9,3,14,Básico,Anual,924,29,Sim
26,Masculino,12,6,4,18,Básico,Anual,788,29,Sim
21,Masculino,30,5,2,2,Prêmio,Anual,828,27,Não
18,Masculino,2,6,2,17,Padrão,Anual,461,2,Sim
28,Masculino,45,10,3,16,Básico,Anual,582,15,Sim
20,Masculino,41,9,1,0,Prêmio,Anual,484,19,Sim
20,Masculino,21,2,2,13,Prêmio,Trimestral,270,1,Sim
22,Masculino,43,8,4,17,Padrão,Trimestral,764,19,Sim
30,Masculino,37,4,4,6,Básico,Trimestral,703,6,Sim
41,Masculino,47,1,4,19,Básico,Anual,948,1,Não
40,Feminino,40,7,2,14,Padrão,Trimestral,800,11,Não
39,Masculino,46,8,1,12,Padrão,Anual,446,22,Sim
22,Feminino,27,3,1,11,Padrão,Anual,909,5,Não
42,Feminino,56,2,2,5,Padrão,Trimestral,584,5,Não
37,Masculino,42,2,1,18,Prêmio,Anual,323,10,Sim
28,Masculino,44,10,4,2,Padrão,Trimestral,875,8,Sim
29,Masculino,11,8,0,20,Básico,Anual,916,4,Não
19,Masculino,27,6,4,4,Prêmio,Trimestral,972,5,Sim
24,Masculino,40,6,0,20,Padrão,Anual,125,24,Sim
50,Masculino,12,1,1,20,Padrão,Anual,812,19,Sim
19,Masculino,29,10,3,9,Padrão,Anual,362,1,Sim
46,Masculino,23,9,3,9,Básico,Anual,111,29,Sim
32,Masculino,48,4,1,4,Básico,Anual,358,25,Sim
30,Masculino,48,6,2,9,Básico,Anual,777,28,Não
27,Masculino,31,2,3,12,Básico,Trimestral,321,20,Sim
39,Masculino,29,7,4,15,Básico,Trimestral,698,12,Sim
35,Masculino,54,3,2,9,Prêmio,Anual,375,1,Sim
41,Feminino,59,10,4,1,Padrão,Anual,870,11,Não
39,Masculino,51,8,4,14,Básico,Anual,849,12,Sim
22,Masculino,16,1,0,9,Padrão,Anual,170,27,Sim
47,Masculino,1,10,0,12,Básico,Trimestral,889,13,Sim
50,Masculino,4,3,3,6,Prêmio,Trimestral,540,16,Não
18,Masculino,54,9,2,12,Prêmio,Trimestral,311,30,Sim
41,Masculino,18,2,0,13,Prêmio,Trimestral,201,21,Sim
49,Masculino,55,10,0,7,Padrão,Anual,479,23,Sim
32,Masculino,25,3,2,7,Padrão,Trimestral,707,13,Não
38,Masculino,30,9,1,19,Padrão,Trimestral,557,13,Não
24,Feminino,57,5,1,19,Prêmio,Anual,755,15,Não
21,Masculino,14,1,2,17,Padrão,Trimestral,736,14,Sim
26,Masculino,16,2,1,16,Padrão,Trimestral,314,8,Sim
32,Masculino,27,8,0,20,Prêmio,Trimestral,353,17,Sim
37,Feminino,43,1,3,2,Básico,Anual,598,1,Não
50,Masculino,39,10,0,9,Prêmio,Anual,395,8,Sim
32,Masculino,25,1,3,20,Padrão,Trimestral,113,1,Sim
34,Masculino,33,6,3,19,Básico,Trimestral,463,10,Sim
19,Masculino,36,8,2,20,Prêmio,Anual,810,8,Sim
29,Feminino,50,8,2,17,Básico,Anual,735,13,Não
20,Masculino,60,8,2,2,Padrão,Trimestral,174,20,Sim
21,Masculino,7,8,1,12,Básico,Trimestral,886,26,Não
22,Masculino,12,5,3,9,Básico,Anual,836,2,Sim
40,Masculino,45,7,0,12,Prêmio,Trimestral,276,7,Sim
21,Masculino,31,8,2,19,Prêmio,Anual,276,14,Sim
44,Feminino,25,4,2,19,Básico,Anual,776,12,Não
49,Masculino,16,3,1,11,Básico,Anual,457,18,Sim
38,Masculino,52,10,1,12,Básico,Trimestral,760,6,Não
43,Masculino,30,4,0,15,Padrão,Anual,788,9,Não
24,Masculino,31,5,3,5,Padrão,Trimestral,391,13,Sim
31,Masculino,32,4,2,14,Padrão,Anual,470,19,Sim
26,Masculino,23,10,3,18,Prêmio,Anual,509,17,Sim
18,Masculino,53,3,1,11,Prêmio,Trimestral,222,1,Sim
22,Masculino,37,3,1,5,Padrão,Trimestral,513,3,Não
29,Feminino,49,2,1,12,Básico,Anual,540,11,Não
47,Feminino,44,5,0,12,Básico,Anual,855,11,Não
30,Masculino,50,1,0,6,Básico,Trimestral,472,3,Sim
21,Masculino,45,4,1,17,Padrão,Trimestral,452,1,Sim
33,Feminino,36,9,3,17,Padrão,Anual,890,6,Não
26,Feminino,1,1,1,5,Padrão,Anual,987,9,Não
42,Feminino,57,10,2,2,Padrão,Anual,984,2,Não
42,Masculino,32,1,0,12,Básico,Trimestral,335,17,Sim
43,Masculino,21,1,4,20,Básico,Anual,388,19,Sim
49,Masculino,31,6,1,1,Padrão,Trimestral,805,21,Não
49,Feminino,40,5,0,5,Prêmio,Anual,614,6,Não
27,Masculino,30,4,3,0,Padrão,Trimestral,143,12,Sim
44,Masculino,16,6,0,19,Básico,Anual,350,23,Sim
28,Masculino,13,9,2,2,Básico,Trimestral,376,18,Sim
34,Masculino,30,8,4,0,Padrão,Trimestral,873,1,Sim
45,Feminino,33,3,0,13,Básico,Trimestral,624,8,Não
48,Masculino,14,1,1,9,Prêmio,Anual,361,30,Sim
47,Masculino,11,2,3,13,Prêmio,Anual,407,26,Sim
28,Masculino,23,5,2,16,Prêmio,Anual,903,17,Sim
19,Masculino,60,5,0,10,Básico,Trimestral,343,13,Sim
26,Feminino,25,9,0,12,Padrão,Trimestral,945,15,Não
32,Masculino,12,1,2,14,Básico,Trimestral,385,25,Sim
42,Masculino,22,8,4,19,Prêmio,Trimestral,625,3,Sim
18,Masculino,21,1,4,19,Prêmio,Anual,816,17,Sim
30,Feminino,10,10,1,13,Padrão,Trimestral,983,9,Não
45,Masculino,22,1,2,11,Básico,Trimestral,189,10,Sim
19,Masculino,59,7,1,14,Padrão,Anual,727,11,Não
20,Masculino,23,3,1,8,Padrão,Trimestral,405,5,Sim
26,Masculino,29,9,2,11,Padrão,Anual,160,30,Sim
31,Masculino,16,1,3,14,Básico,Trimestral,250,22,Sim
37,Masculino,46,8,0,8,Padrão,Trimestral,521,2,Não
33,Masculino,50,8,1,14,Prêmio,Anual,613,28,Não
29,Masculino,58,1,1,16,Padrão,Anual,313,10,Sim
19,Masculino,17,3,4,11,Básico,Trimestral,402,28,Sim
50,Masculino,39,4,2,1,Básico,Trimestral,267,17,Sim
50,Masculino,26,3,1,8,Padrão,Trimestral,587,25,Não
25,Feminino,25,2,0,6,Prêmio,Anual,742,11,Não
39,Masculino,46,1,2,17,Padrão,Anual,491,27,Sim
25,Masculino,58,2,2,9,Básico,Trimestral,918,27,Não
27,Masculino,8,3,2,13,Prêmio,Trimestral,214,10,Sim
50,Masculino,22,1,1,14,Padrão,Anual,361,25,Sim
22,Masculino,24,6,0,15,Prêmio,Trimestral,658,1,Sim
43,Masculino,3,10,0,17,Básico,Anual,431,19,Sim
22,Masculino,11,6,2,5,Prêmio,Trimestral,380,19,Sim
21,Masculino,35,5,1,4,Prêmio,Trimestral,641,21,Não
45,Masculino,42,10,2,5,Prêmio,Anual,835,27,Não
49,Masculino,55,6,1,0,Padrão,Trimestral,374,12,Sim
26,Masculino,12,7,1,2,Prêmio,Anual,943,6,Sim
48,Masculino,22,4,4,5,Padrão,Trimestral,455,23,Sim
28,Masculino,21,3,1,14,Básico,Anual,241,20,Sim
41,Masculino,37,3,3,17,Padrão,Anual,685,27,Não
36,Masculino,28,8,1,2,Prêmio,Trimestral,545,23,Não
48,Feminino,53,2,0,8,Padrão,Trimestral,791,5,Não
23,Masculino,15,8,2,5,Básico,Anual,690,6,Sim
50,Feminino,28,5,0,3,Básico,Trimestral,559,11,Não
49,Masculino,9,6,2,14,Prêmio,Anual,879,3,Não
41,Masculino,29,4,4,13,Prêmio,Trimestral,786,11,Não
36,Masculino,59,7,4,11,Prêmio,Trimestral,139,11,Sim
28,Masculino,45,6,3,14,Padrão,Anual,282,7,Sim
30,Masculino,53,2,0,4,Básico,Anual,270,13,Sim
28,Masculino,16,5,2,8,Padrão,Trimestral,979,20,Sim
39,Masculino,54,3,4,19,Prêmio,Trimestral,656,2,Sim
43,Masculino,42,10,1,13,Padrão,Trimestral,800,6,Não
47,Feminino,4,6,2,17,Padrão,Anual,977,4,Não
29,Feminino,44,1,0,1,Padrão,Trimestral,574,9,Não
40,Masculino,4,5,4,3,Básico,Trimestral,272,25,Sim
43,Masculino,49,9,0,13,Prêmio,Trimestral,430,13,Sim
24,Masculino,11,7,2,15,Prêmio,Trimestral,761,14,Não
32,Masculino,38,9,4,18,Básico,Anual,370,15,Sim
46,Masculino,23,10,3,3,Prêmio,Anual,560,2,Não
19,Masculino,50,3,2,16,Prêmio,Anual,920,1,Sim
41,Feminino,8,9,0,15,Padrão,Anual,689,9,Não
22,Masculino,44,2,4,17,Padrão,Trimestral,567,6,Sim
39,Feminino,25,2,1,17,Prêmio,Trimestral,899,3,Não
33,Masculino,35,10,4,6,Prêmio,Trimestral,228,20,Sim
37,Masculino,40,2,1,0,Padrão,Anual,795,15,Não
27,Masculino,16,7,1,0,Básico,Trimestral,958,7,Sim
43,Masculino,31,4,3,10,Padrão,Anual,123,12,Sim
39,Feminino,20,10,3,1,Padrão,Anual,658,4,Não
40,Masculino,52,6,3,6,Padrão,Trimestral,662,4,Não
25,Masculino,12,9,1,1,Básico,Trimestral,211,21,Sim
24,Masculino,16,6,4,7,Básico,Trimestral,307,9,Sim
49,Feminino,57,4,3,13,Padrão,Trimestral,527,10,Não
38,Masculino,57,3,4,7,Prêmio,Trimestral,945,22,Sim
34,Masculino,30,3,4,9,Prêmio,Trimestral,149,18,Sim
42,Masculino,51,2,1,11,Prêmio,Anual,754,25,Não
45,Masculino,31,10,2,2,Padrão,Anual,912,1,Não
33,Masculino,56,3,2,3,Básico,Anual,248,14,Sim
46,Masculino,16,5,0,4,Prêmio,Trimestral,454,4,Sim
